281.3 11
283.7 11
287.9 11
323.4 11
356.9 11
391.8 11
429.1 11
469.7 11
460.3 15
462.6 15
467.1 15
269.5 16
271.8 16
276.6 16
312.9 16
347.0 16
382.7 16
421.1 16
463.3 16
115.3 17
117.7 17
122.6 17
160.2 17
195.2 17
232.2 17
272.3 17
317.3 17
83.2 20
85.7 20
91.4 20
130.7 20
167.3 20
206.4 20
249.6 20
303.2 20
468.4 26
470.8 26
475.7 26
280.1 27
282.6 27
288.0 27
326.5 27
362.3 27
400.3 27
441.9 27
489.9 27
480.1 30
488.3 30
396.8 36
314.3 37
283.8 41
287.9 41
294.0 41
298.3 42
463.2 45
467.5 45
473.8 45
271.7 46
275.3 46
280.2 46
292.2 46
410.7 46
418.0 46
118.3 47
122.8 47
130.5 47
135.4 49
85.3 50
88.9 50
93.6 50
103.6 50
267.9 51
290.5 51
478.9 53
471.9 56
477.0 56
484.6 56
282.3 57
286.1 57
290.9 57
297.7 57
490.7 59
481.9 61
490.5 61
169.9 63
174.3 63
181.5 63
400.9 63
415.0 63
314.1 64
428.9 64
432.7 64
437.8 64
445.4 64
117.8 65
478.9 65
489.1 65
418.1 66
491.4 67
299.9 74
400.0 75
404.1 75
410.1 75
297.3 76
109.5 78
254.2 78
257.8 78
261.8 78
268.1 78
293.7 78
302.3 78
485.3 78
142.0 79
291.0 79
300.7 79
484.9 84
366.2 86
371.3 86
379.7 86
488.9 86
481.0 89
489.0 89
292.6 92
366.0 92
369.9 92
374.8 92
381.9 92
392.0 92
402.0 92
415.8 92
95.0 101
123.2 101
143.1 101
212.3 101
228.5 101
261.3 101
354.0 101
374.7 101
396.7 101
420.8 101
483.8 101
290.2 102
301.5 102
335.7 102
368.3 102
393.0 102
407.9 102
449.0 102
473.9 102
492.3 102
128.1 103
208.2 103
309.5 103
331.8 103
377.1 103
286.4 106
294.9 106
322.4 106
333.4 106
351.5 106
363.1 106
373.1 106
394.3 106
407.8 106
434.6 106
453.5 106
475.1 106
484.6 106
499.7 106
116.3 107
128.3 107
205.0 107
254.1 107
330.7 107
376.7 107
393.6 107
301.0 117
493.1 117
284.7 120
290.0 120
297.1 120
314.7 120
464.0 124
469.8 124
478.6 124
272.8 125
278.0 125
284.2 125
292.4 125
304.4 125
493.6 125
118.8 126
124.0 126
130.5 126
140.4 126
86.4 129
91.7 129
99.1 129
118.6 129
493.0 130
471.6 135
476.8 135
484.0 135
498.3 135
284.7 136
291.9 136
308.0 136
170.7 142
176.3 142
184.4 142
429.8 143
435.0 143
442.2 143
458.8 143
402.6 154
409.7 154
425.0 154
255.4 157
260.8 157
268.4 157
293.8 157
365.9 165
370.8 165
377.4 165
389.4 165
367.0 171
372.5 171
380.1 171
398.6 171
120.1 173
126.7 173
138.5 173
338.3 174
343.5 174
350.7 174
367.2 174
498.0 177
63.8 178
69.4 178
77.9 178
17.4 184
22.4 184
29.1 184
40.8 184
350.6 184
355.6 184
362.3 184
374.2 184
436.5 186
441.7 186
448.8 186
464.3 186
263.3 187
269.4 187
279.4 187
388.0 193
393.6 193
401.9 193
360.7 194
366.7 194
375.6 194
94.2 197
100.1 197
109.1 197
175.1 200
180.2 200
187.2 200
201.5 200
273.7 204
280.1 204
290.9 204
479.4 204
485.8 204
495.8 204
329.6 209
335.2 209
342.4 209
358.0 209
346.5 210
354.3 210
29.0 211
34.3 211
41.4 211
59.2 211
452.8 214
458.5 214
467.2 214
478.5 214
343.3 216
350.1 216
363.0 216
219.0 217
224.3 217
231.7 217
250.3 217
140.5 220
147.0 220
158.4 220
384.4 220
390.6 220
400.6 220
184.7 227
189.9 227
197.1 227
212.1 227
351.5 233
356.8 233
364.2 233
387.1 233
125.2 235
130.2 235
136.5 235
147.0 235
285.4 239
290.5 239
297.4 239
311.8 239
184.6 240
190.7 240
200.3 240
225.7 240
231.9 240
241.6 240
257.7 241
264.0 241
274.4 241
373.5 242
378.8 242
384.6 242
389.1 242
394.9 242
403.9 242
181.8 244
186.8 244
193.2 244
204.6 244
83.5 245
90.0 245
101.2 245
187.5 247
194.9 247
215.5 247
193.8 249
199.9 249
209.8 249
98.8 258
103.7 258
110.3 258
122.1 258
120.9 260
128.1 260
147.5 260
49.3 261
54.8 261
62.4 261
262.8 264
269.5 264
282.6 264
27.3 266
33.8 266
44.8 266
337.4 266
343.9 266
355.1 266
391.8 267
397.0 267
403.0 267
412.7 267
63.6 268
69.6 268
79.0 268
189.6 268
195.6 268
205.3 268
201.6 271
209.4 271
63.4 279
69.1 279
78.0 279
421.2 286
426.5 286
433.9 286
457.2 286
384.4 294
390.6 294
400.6 294
57.5 297
62.3 297
68.6 297
78.9 297
376.4 297
381.1 297
387.2 297
396.9 297
495.4 298
25.2 300
30.4 300
37.5 300
51.5 300
428.6 306
435.1 306
446.3 306
8.9 310
14.3 310
22.2 310
150.6 310
156.2 310
164.8 310
315.6 314
321.6 314
331.3 314
436.6 315
443.0 315
454.0 315
415.4 321
421.7 321
432.2 321
492.0 322
32.8 328
37.3 328
43.0 328
51.4 328
222.0 330
228.3 330
239.4 330
182.3 331
187.5 331
194.7 331
211.2 331
414.9 336
420.2 336
427.5 336
443.8 336
338.4 337
343.8 337
351.1 337
370.4 337
287.0 338
293.4 338
304.3 338
49.6 340
56.3 340
69.5 340
174.6 350
181.0 350
191.9 350
217.9 351
223.0 351
229.9 351
242.7 351
160.7 354
166.4 354
174.9 354
344.4 354
350.0 354
358.2 354
296.0 355
301.7 355
310.2 355
319.5 359
324.5 359
331.3 359
345.0 359
54.3 367
59.9 367
68.3 367
452.6 371
458.2 371
466.4 371
235.0 373
241.9 373
256.1 373
126.7 374
133.4 374
146.2 374
352.4 375
358.2 375
366.9 375
102.7 377
108.9 377
118.3 377
138.7 377
248.6 382
253.8 382
261.3 382
286.7 382
389.6 390
395.2 390
403.9 390
152.7 393
158.0 393
165.5 393
184.1 393
197.7 402
203.3 402
211.2 402
242.3 402
247.8 402
255.8 402
433.8 406
439.8 406
449.5 406
234.4 409
239.4 409
245.9 409
257.8 409
314.1 415
369.0 415
373.2 415
378.6 415
386.4 415
307.9 421
120.8 424
126.6 424
135.6 424
53.4 433
60.8 433
80.7 433
395.0 434
401.1 434
410.7 434
213.0 437
219.1 437
229.2 437
323.9 441
329.1 441
336.2 441
350.4 441
334.6 443
340.2 443
348.0 443
366.1 443
371.3 443
378.2 443
393.8 443
258.4 446
264.3 446
273.3 446
488.6 451
83.4 456
88.1 456
93.9 456
102.9 456
301.2 456
493.0 468
499.9 468
490.5 469
495.3 469
148.8 470
154.4 470
162.5 470
176.9 470
62.4 474
67.8 474
75.4 474
98.9 474
290.2 479
294.9 479
300.8 479
309.9 479
394.9 485
401.1 485
411.0 485
78.0 493
225.0 493
285.5 493
332.8 493
359.6 493
386.4 493
468.8 493
59.2 494
79.6 494
142.6 494
182.4 494
238.5 494
292.6 494
316.0 494
353.9 494
363.7 494
377.3 494
386.9 494
402.3 494
483.3 494
61.6 495
77.9 495
91.9 495
116.0 495
139.0 495
155.8 495
191.0 495
291.4 495
303.0 495
321.3 495
