13,88.7
28,88.9
26,89.0
4,89.1
16,89.4
9,89.5
20,89.6
12,89.7
19,89.8
29,90.0
7,90.1
27,90.1
3,90.2
18,90.9
2,90.9
31,91.0
5,91.2
23,91.7
30,91.9
13,92.0
22,92.5
1,92.5
10,92.7
26,92.9
11,93.8
16,94.0
28,94.0
17,94.1
21,94.1
12,94.5
6,94.6
9,95.6
4,95.7
29,96.2
13,96.6
20,97.1
7,97.2
3,97.4
19,97.7
27,97.9
26,98.1
28,99.7
2,99.9
4,100.1
18,100.6
9,101.2
16,101.8
1,102.0
10,102.1
12,103.3
13,104.2
31,104.3
26,104.6
20,104.6
11,105.2
19,107.1
4,107.1
3,107.3
28,109.6
5,111.4
9,112.7
23,112.7
2,112.7
29,113.8
26,119.3
13,123.8
27,126.6
13,168.4
26,168.6
28,168.6
4,168.8
9,169.1
16,169.1
20,169.2
12,169.3
19,169.4
29,169.7
27,169.8
7,169.8
3,169.9
2,170.4
18,170.5
31,170.7
5,170.9
23,171.4
30,171.5
13,171.7
1,171.9
22,172.1
10,172.2
26,172.5
11,173.2
28,173.3
17,173.5
21,173.5
16,173.6
6,174.0
12,174.1
4,175.0
9,175.1
29,175.7
13,176.1
20,176.4
3,176.7
7,176.7
19,176.8
27,177.0
26,177.2
2,178.7
28,178.8
4,179.3
18,179.8
9,180.9
1,180.9
16,181.0
10,181.1
12,182.4
31,182.8
13,183.0
26,183.4
20,183.8
11,184.4
19,186.3
4,186.6
3,186.6
23,188.1
28,188.1
5,188.4
29,190.2
9,193.2
2,193.4
26,196.7
13,200.2
13,248.3
26,248.5
28,248.5
4,248.8
16,248.9
9,249.1
20,249.2
12,249.2
19,249.3
29,249.6
7,249.6
27,249.7
3,249.8
2,250.4
18,250.4
31,250.5
5,250.7
23,251.2
13,251.4
30,251.4
22,251.9
1,251.9
10,252.2
26,252.4
11,253.2
16,253.4
28,253.4
21,253.4
17,253.4
6,253.9
12,254.0
9,254.9
4,255.0
13,255.6
29,255.6
20,256.1
3,256.5
19,256.6
7,256.6
27,256.9
26,257.1
2,258.5
28,258.7
4,259.4
18,259.8
9,260.7
16,260.8
1,260.9
10,261.0
12,262.2
13,262.4
31,262.6
26,263.2
20,263.7
11,264.6
19,265.8
3,266.3
4,266.9
23,268.0
5,268.1
28,268.3
29,270.0
9,273.1
2,273.5
26,276.0
13,277.5
30,284.5
13,633.6
26,633.8
28,633.8
4,634.0
16,634.2
9,634.3
20,634.4
12,634.5
19,634.6
7,634.9
29,634.9
27,635.0
3,635.1
18,635.7
2,635.8
31,635.9
5,636.0
23,636.5
30,636.7
13,636.8
22,637.3
1,637.4
26,637.6
10,637.6
11,638.7
28,638.7
16,638.7
21,638.8
17,639.0
12,639.3
6,639.3
9,640.5
4,640.5
29,641.1
13,641.2
20,641.6
7,641.9
19,642.0
3,642.0
26,642.5
27,642.6
2,643.9
28,644.1
4,645.1
18,645.6
1,646.4
9,646.5
10,646.5
16,646.5
12,648.0
13,648.6
31,648.8
26,648.9
20,649.4
11,650.6
19,652.0
3,652.3
4,653.2
28,654.2
23,655.5
5,655.8
2,657.5
29,657.6
9,660.5
26,663.2
13,666.3
27,674.2
13,713.3
28,713.5
26,713.5
4,713.8
16,714.0
9,714.1
20,714.2
12,714.2
19,714.4
29,714.6
27,714.7
7,714.7
3,714.8
18,715.4
2,715.5
31,715.6
5,715.8
23,716.3
30,716.4
13,716.6
1,716.9
22,717.0
10,717.2
26,717.4
11,718.2
21,718.4
17,718.4
28,718.4
16,718.5
6,718.9
12,719.0
4,719.8
9,719.9
29,720.6
20,720.9
13,721.0
19,721.3
3,721.4
7,721.6
27,721.9
26,721.9
2,723.1
28,723.7
4,724.6
18,724.8
1,725.8
9,725.8
16,725.9
10,725.9
12,727.3
31,727.7
13,727.9
26,728.1
20,728.5
11,730.1
19,731.0
3,731.4
4,732.7
23,733.1
5,733.3
28,733.6
29,735.1
2,738.8
9,739.5
26,741.4
13,745.1
13,793.3
26,793.5
28,793.5
4,793.8
16,793.9
9,794.1
12,794.2
20,794.2
19,794.3
29,794.6
7,794.6
27,794.7
3,794.8
18,795.4
2,795.4
31,795.5
5,795.7
23,796.1
30,796.3
13,796.4
22,796.9
1,796.9
10,797.2
26,797.4
11,798.2
28,798.4
21,798.4
17,798.5
16,798.5
12,798.8
6,798.8
4,799.6
9,799.8
20,800.6
29,800.6
13,800.8
19,801.1
3,801.2
7,801.4
26,801.7
27,801.9
2,802.9
28,803.8
4,804.5
18,804.6
10,805.8
1,805.8
9,805.9
16,805.9
12,806.9
31,807.4
13,807.8
26,808.1
20,808.5
19,810.7
11,811.0
3,811.3
23,812.9
5,813.0
4,813.2
28,814.2
29,815.0
2,818.9
9,820.8
26,822.3
13,823.5
30,830.1
7,837.8
13,873.2
26,873.5
28,873.5
16,873.9
4,873.9
12,874.1
9,874.1
20,874.2
19,874.4
7,874.5
29,874.5
27,874.6
3,874.7
18,875.3
31,875.4
2,875.5
5,875.6
23,876.1
30,876.3
13,876.4
22,876.8
1,877.1
26,877.2
10,877.3
28,878.2
16,878.3
11,878.3
17,878.4
21,878.4
6,878.8
12,878.9
9,879.9
4,880.0
29,880.5
13,880.8
20,881.0
3,881.4
19,881.4
7,881.5
27,882.0
26,882.6
2,883.3
28,884.2
4,884.6
18,884.7
16,885.7
9,885.7
1,886.7
10,886.9
12,887.1
31,887.5
13,887.8
26,888.7
20,888.8
11,889.3
19,890.8
3,891.5
4,891.6
23,892.8
5,892.9
28,893.1
29,894.9
9,898.8
2,899.0
26,901.0
13,904.0
4,940.9
26,941.5
28,941.8
1,943.1
9,943.1
10,943.3
20,943.3
2,943.4
19,944.3
11,944.3
3,945.7
4,947.2
26,956.2
9,956.5
20,959.2
4,962.9
2,969.8
28,976.1
13,1258.5
28,1258.7
26,1258.7
4,1258.9
16,1259.1
9,1259.3
20,1259.3
12,1259.4
19,1259.5
29,1259.8
27,1259.9
7,1259.9
3,1260.0
2,1260.7
18,1260.7
31,1260.8
5,1261.0
23,1261.5
