timestamps node_ids
0.03467900448688728 1
0.03946920959198648 16
0.06435242098062569 9
0.10359225313040395 5
0.2692800550626519 18
0.28061304428722955 17
0.4108850960006747 3
0.41219629637300814 9
0.47893879412149737 4
0.5014501958829883 0
0.5113725181912816 16
0.6755335461445057 0
0.6941003425111312 13
0.7295524106239762 6
0.7345645083973174 9
0.7903660149459169 3
0.7930817938799932 13
0.8691210016870781 6
0.8784428097859329 13
0.9443363326032598 5
1.0035130032739783 16
1.0636341635842022 16
1.0641527408608678 15
1.1280768574726858 2
1.2903593618484879 19
1.3958607225229474 11
1.3973011820940728 5
1.4014180315887597 17
1.4367812568054557 4
1.4495239941984819 3
1.523939215021894 2
1.5387681523547416 8
1.5410859247231403 0
1.5456579183605341 4
1.573717206770199 1
1.5783745006569276 10
1.5900205101211202 2
1.5909146039857895 11
1.6949822217646644 5
1.696942453285988 14
1.7246989500164944 10
1.7474481803814481 13
1.7707371072561604 12
1.771910295446506 17
1.7930144556320315 8
1.9008486192696825 16
1.9399428458968264 11
1.9823744883846113 14
2.013104709451936 17
2.0188025154789906 14
2.043859314883081 19
2.0901646292601646 5
2.1379679210348286 4
2.2489400396810066 15
2.2756961225897365 19
2.2929705126115043 0
2.3124317579719955 1
2.321796682750014 2
2.3503061995021866 16
2.5345819707045747 15
2.5695518332402063 6
2.573947129742666 6
2.6033163972394053 17
2.651552830486809 7
2.7785544401054927 0
2.8081422471716726 11
2.918269754030778 1
2.9253870226860146 5
2.9882417244981316 3
2.9990159477177984 3
3.0519535564998943 8
3.2283647025719087 5
3.2498365282596975 3
3.2529447016628126 2
3.276847401273273 19
3.3440595859278055 15
3.346478581282197 9
3.3532053684278598 4
3.3864806202858313 5
3.420068937101817 7
3.4521776851503656 3
3.529142362268847 0
3.571494113470982 1
3.5751012325118396 6
3.621424518007254 3
3.8825122602593023 3
3.9305856446488447 16
3.9572195048733176 5
4.006691279004164 14
4.031183363613606 5
4.108625806268958 14
4.140496718018764 15
4.155609640358864 4
4.260904488557101 13
4.414666877487342 17
4.415028204745057 11
4.446269045401885 17
4.5444890494343095 12
4.554378945854067 11
4.61150737988843 10
4.695548871823485 0
4.707902985206399 15
4.796781339260137 12
4.829579642950237 9
4.977119136586539 1
5.0116150110378195 12
5.072755891998232 8
5.088108813747482 14
5.202935454814276 12
5.208860494215413 19
5.266516057910014 6
5.337042752575668 2
5.358528712528947 1
5.425820155655691 6
5.680674984396843 17
5.795311281852794 19
5.83044865652562 14
5.922401784039471 12
5.947109837524371 12
5.973526460401697 13
6.006141077999219 19
6.218183389850699 4
6.2307522471789945 15
6.276486332021326 7
6.277718465840092 12
6.3107494046842305 14
6.318121241046977 11
6.528622618028307 2
6.551437112963336 2
6.573651884473048 19
6.60266716733267 0
6.609003880650117 7
6.642404684668024 16
6.66990285019175 14
6.676880074072186 10
6.839369142727015 13
6.857110915778461 17
7.020087622821921 0
7.022878458500829 9
7.0425702019101095 15
7.129840540347745 12
7.201372334349874 4
7.316696054192149 8
7.420726135160565 13
7.45205265380213 3
7.471735717725418 1
7.515040078870445 15
7.560664990587243 9
7.5828005419971545 8
7.698635218986446 16
7.708383686721531 19
7.729397360110011 8
7.804229308312083 7
7.821138608771525 16
7.831907797992764 13
7.836994481112527 13
7.889644998598589 8
7.904856595452385 1
7.939341990337026 6
7.953686999988224 14
8.017573899597439 0
8.080418314950315 18
8.389420526283644 9
8.416985098926219 15
8.418831774390569 4
8.435596217102404 18
8.541187088708249 17
8.677908987778876 18
8.717620359126828 4
8.981033955529428 19
9.112057524706023 8
9.177365658811295 10
9.61039158103501 8
9.629205620732785 12
10.16049953479196 6
10.201754268300029 10
10.232679427000853 6
10.372326265736863 18
10.373591549356584 7
10.460628771031356 11
10.534619967752613 7
10.544499970917283 2
10.68284280759117 9
10.803572585075868 10
10.869543511844892 10
11.015284714218694 2
11.028309863606516 1
11.393864161195967 11
11.588848192407191 10
11.737626252138483 9
11.7628059157323 7
12.511313306635417 10
12.734486736535242 11
13.416218853372232 7
13.470957875289628 18
13.909156837027673 7
14.150029963853578 18
15.533720771815481 18
17.433235492937747 18
19.12566435813807 18
